id;name;city;category;description;budget;duration_hours;best_time;tags;tips;
RAB056;Parc de la Ligue Arabe;Rabat;nature;Grand parc urbain avec étang, pistes cyclables et aires de pique-nique. Cadre verdoyant au cœur ville.;free;2;morning;park;cycling;pond;picnic;Location de vélos sur place; Piste cyclable sécurisée; Zone pique-nique ombragée;
RAB057;Médersa Abou al-Hassan;Rabat;histoire;Ancienne école coranique mérinide (XIVe). Architecture raffinée, zellige, bois sculpté, cour intérieure.;low;1;afternoon;medersa;islamic-school;architecture;zellige;Billet d'entrée modique; Détails architecturaux remarquables; Calme propice à la méditation;
RAB058;Place Al Wahda;Rabat;culture;Grande place moderne avec fontaines lumineuses. Rassemblements, événements, ambiance urbaine.;free;0.5;evening;square;fountains;events;modern;Fontaines lumineuses nocturnes; Événements culturels fréquents; Point central de la ville;
RAB059;Complexe Sportif Moulay Abdellah;Rabat;sport;Stade olympique et complexe sportif moderne. Équipements multiples, piscine olympique.;medium;2;morning;stadium;sports;olympic;pool;Visite guidée sur réservation; Piscine ouverte au public; Événements sportifs majeurs;
RAB060;Marché aux Poissons;Rabat;shopping;Marché du poisson frais en bord de mer. Criée matinale, poissons variés, préparation sur place.;low;1;morning;fish-market;seafood;fresh;auction;Arrivez avant 8h pour la criée; Poisson grillé sur place; Odeurs marquées, s'y préparer;
RAB061;Jardin Zoologique National;Rabat;nature;Ancien zoo historique (1920) transformé en parc animalier moderne. Conservation espèces menacées.;medium;3;morning;zoo;conservation;animals;educational;Nouveaux enclos naturels; Programme de conservation visible; Visite éducative pour enfants;
RAB062;Musée du Train;Rabat;histoire;Musée ferroviaire dans ancienne gare. Locomotives historiques, wagons royaux, histoire du rail marocain.;low;1.5;afternoon;museum;train;railway;history;Locomotives à vapeur restaurées; Wagon royal de Hassan II; Maquettes ferroviaires détaillées;
RAB063;Quartier Souissi;Rabat;culture;Quartier résidentiel chic avec villas luxueuses, ambassades et jardins privés. Calme et sécurité.;free;1;morning;district;luxury;residential;quiet;Balade discrète recommandée; Architecture contemporaine remarquable; Peu d'accès public aux villas;
RAB064;Café La Renaissance;Rabat;culture;Café historique (1930) sur l'avenue Mohammed V. Ambiance intellectuelle, clientèle mixte, tradition.;low;1;afternoon;cafe;historic;intellectual;traditional;Clientèle artistique; Journal gratuit à disposition; Terrasse pour observer la ville;
RAB065;Musée des Arts Contemporains;Rabat;culture;Musée d'art contemporain africain. Expositions avant-gardistes, installations, vidéo-art.;free;1.5;afternoon;museum;contemporary-art;african;installations;Entrée gratuite premier dimanche; Artistes africains émergents; Programme de résidences d'artistes;
RAB066;Parc Nahda;Rabat;nature;Parc public avec roseraie, terrain de boules et kiosque à musique. Cadre paisible pour détente.;free;1;morning;park;roses;petanque;music;Roseraie fleurie avril-mai; Terrain de pétanque actif; Concerts occasionnels weekends;
RAB067;Galerie 127;Rabat;culture;Galerie d'art photographique contemporain. Expositions thématiques, tirages limités, artistes reconnus.;free;1;afternoon;gallery;photography;contemporary;limited-edition;Expositions mensuelles; Tirages en édition limitée; Vente aux enchères occasionnelles;
RAB068;Marché de Noël;Rabat;shopping;Marché saisonnier de Noël (décembre). Artisanat spécial, décorations, vin chaud, ambiance festive.;medium;2;evening;christmas-market;seasonal;festive;crafts;Décembre seulement; Produits artisanaux uniques; Animation musicale soirées;
RAB069;Circuit de Karting;Rabat;sport;Circuit de karting indoor/outdoor. Compétitions, location, initiation pour débutants.;medium;2;afternoon;karting;racing;indoor;beginners;Location équipement incluse; Circuits différents niveaux; Compétitions le weekend;
RAB070;Jardin Andalou;Rabat;nature;Jardin inspiré des patios andalous. Fontaines, azulejos, plantes méditerranéennes, intimité.;free;1;morning;garden;andalusian;patio;intimate;Petit jardin méconnu; Azulejos authentiques; Calme absolu garantie;
RAB071;Musée de la Céramique;Rabat;culture;Musée dédié à la céramique marocaine. Poteries traditionnelles, zellige, techniques ancestrales.;low;1.5;afternoon;museum;ceramics;pottery;zellige;Démonstrations de tournage; Ateliers enfants weekends; Boutique de pièces uniques;
RAB072;Plage de la Vallée;Rabat;nature;Plage sauvage préservée à 25km sud. Dunes, végétation naturelle, peu de monde.;free;3;afternoon;beach;wild;dunes;secluded;Accès 4x4 recommandé; Aucune infrastructure; Apporter eau et nourriture;
RAB073;Centre Commercial Arribat;Rabat;shopping;Centre commercial moderne avec hypermarché, cinémas, aire de jeux enfants.;medium;2.5;afternoon;mall;hypermarket;cinema;playground;Parking gratuit illimité; Cinéma 3D dernier cri; Aire de jeux surveillée;
RAB074;Théâtre de Poche;Rabat;culture;Petit théâtre intimiste. Pièces expérimentales, one-man-shows, comédies marocaines.;low;2;evening;theater;intimate;experimental;comedy;Programmation audacieuse; Réservation conseillée (petite salle); Rencontres avec artistes après spectacle;
RAB075;Parc Aventure;Rabat;sport;Parc acrobranche en forêt. Tyroliennes, ponts de singe, parcours enfants-adultes.;medium;3;morning;adventure-park;zipline;climbing;family;Équipement fourni et sécurisé; Parcours selon âge/taille; Réservation weekends obligatoire;
RAB076;Musée de la Musique Gnaoua;Rabat;culture;Musée dédié à la musique Gnaoua. Instruments, costumes, histoire de cette tradition spirituelle.;low;1.5;afternoon;museum;music;gnaoua;spiritual;Concerts live certains soirs; Instruments à essayer; Cérémonie Gnaoua occasionnelle;
RAB077;Marché aux Oiseaux;Rabat;shopping;Marché spécialisé oiseaux et animaux domestiques. Chants, couleurs, ambiance unique.;free;1;morning;bird-market;pets;animals;colorful;Dimanche matin seulement; Photos autorisées; Attention au bruit;
RAB078;Jardin du ROI;Rabat;nature;Jardin privé ouvert occasionnellement au public. Collection d'arbres rares, serres exotiques, paons.;free;1;morning;garden;private;rare-trees;peacocks;Ouverture aléatoire, se renseigner; Paons en liberté; Visite guidée parfois offerte;
RAB079;Galerie Tindouf;Rabat;culture;Galerie d'art saharien. Tableaux du désert, artisanat touareg, bijoux nomades.;free;1;afternoon;gallery;saharan;tuareg;desert;Artistes du Sud marocain; Bijoux argent authentiques; Exposition-vente permanente;
RAB080;Bowling City;Rabat;sport;Complexe de bowling moderne. 24 pistes, billard, jeux d'arcade, bar snack.;medium;2.5;evening;bowling;arcade;pool;games;Location chaussures incluse; Pistes lumineuses le soir; Tournois hebdomadaires;
RAB081;Musée de la Poste;Rabat;histoire;Musée postal dans bureau de poste historique. Timbres rares, histoire des communications, anciens équipements.;free;1;afternoon;museum;post;stamps;communications;Collection timbres marocains rares; Anciens télégraphes exposés; Atelier création timbres;
RAB082;Plage des Surfers;Rabat;nature;Spot de surf réputé. Vagues régulières, école de surf, communauté surf locale.;free;2;morning;beach;surf;waves;community;Location planches et combinaisons; Cours pour débutants; Compétitions locales weekends;
RAB083;Centre Artisanal Feminin;Rabat;shopping;Coopérative d'artisanat féminin. Broderie, tissage, produits faits main par femmes rurales.;medium;1.5;morning;handicraft;cooperative;women;embroidery;Produits uniques faits main; Revenus directement aux artisanes; Démonstrations sur place;
RAB084;Parc des Sculptures;Rabat;culture;Parc en plein air avec sculptures monumentales d'artistes marocains internationaux.;free;1.5;afternoon;park;sculptures;outdoor-art;monumental;Œuvres de Belkahia, Melehi; Parcours artistique fléché; Catalogue disponible à l'entrée;
RAB085;Musée de la Chasse;Rabat;histoire;Musée de la chasse traditionnelle et moderne. Armes anciennes, trophées, traditions cynégétiques.;low;1;afternoon;museum;hunting;weapons;tradition;Collection d'armes anciennes; Éthique de chasse expliquée; Peu fréquenté, calme;
RAB086;Jardin des Hespérides;Rabat;nature;Jardin d'agrumes historiques. Orangers, citronniers, mandariniers centenaires, parfums envoûtants.;free;1;morning;garden;citrus;oranges;fragrant;Floraison parfumée mars-avril; Dégustation fruits selon saison; Vente directe de jus frais;
RAB087;Cinéma Imax;Rabat;culture;Cinéma à écran géant Imax. Films documentaires nature, espace, aventures en 3D.;medium;2;afternoon;cinema;imax;3d;documentary;Expérience immersive unique; Films éducatifs pour enfants; Casques traduction disponibles;
RAB088;Marché Vintage;Rabat;shopping;Marché vintage mensuel. Vêtements rétro, accessoires années 70-90, disques vinyles.;low;2;afternoon;vintage-market;retro;clothing;records;Premier dimanche du mois; Stands de créateurs vintage; Platines pour tester vinyles;
RAB089;Mur de la Médina;Rabat;histoire;Remparts historiques de la médina (XIIe). Parcours le long des murailles, tours de guet, vue sur ville.;free;1.5;sunset;walls;ramparts;walk;view;Promenade le long des remparts; Meilleur lumière fin de journée; Accès par plusieurs portes;
RAB090;Centre Équestre Royal;Rabat;sport;Centre équestre d'excellence. Chevaux arabes, manège, promenades en forêt.;high;2;morning;horse-riding;arabian-horses;equestrian;lessons;Cours tous niveaux; Promenades guidées en forêt; Spectacles équestres occasionnels;
RAB091;Musée du Costume;Rabat;culture;Musée des costumes traditionnels marocains. Caftans, djellabas, accessoires, évolution historique.;low;1.5;afternoon;museum;costumes;traditional;fashion;Caftans brodés exceptionnels; Défilés occasionnels; Atelier de broderie visible;
RAB092;Plage Secrète;Rabat;nature;Petite crique accessible seulement à marée basse. Rochers, piscines naturelles, intimité.;free;2;low-tide;beach;cove;rocks;secluded;Consulter horaires marées; Chaussures aquatiques recommandées; Apporter tout (aucun commerce);
RAB093;Librairie Carrefour des Livres;Rabat;culture;Librairie généraliste francophone et arabophone. Rencontres d'auteurs, espace lecture café.;low;1;afternoon;bookstore;books;cafe;authors;Grand choix livres marocains; Rencontres auteurs vendredis; Café littéraire calme;
RAB094;Marché de l'Art;Rabat;shopping;Marché d'art en plein air weekends. Peintures, sculptures, photographies d'artistes locaux.;medium;2;weekend;art-market;paintings;local-artists;outdoor;Artistes présents sur stands; Négociation possible; Certificat d'authenticité;
RAB095;Jardin des Papillons;Rabat;nature;Serre aux papillons tropicaux. Volière avec centaines d'espèces, cycle de vie expliqué.;low;1;afternoon;butterfly-house;tropical;insects;educational;Température chaude à l'intérieur; Cycle de vie des papillons visible; Photos sans flash uniquement;
RAB096;Théâtre de Marionnettes;Rabat;culture;Théâtre traditionnel de marionnettes marocaines (Karakouz). Spectacles famille, humour local.;low;1.5;afternoon;puppet-theater;traditional;family;humor;Spectacles en arabe dialectal; Humour accessible même sans langue; Ateliers marionnettes enfants;
RAB097;Parc de Skate;Rabat;sport;Parc dédié au skateboard et roller. Modules professionnels, ambiance jeune et sportive.;free;1.5;afternoon;skatepark;skateboard;roller;youth;Location protections sur place; Communauté accueillante; Compétitions locales;
RAB098;Musée de la Parure;Rabat;culture;Musée du bijou traditionnel marocain. Argent, corail, ambre, techniques de fabrication.;low;1;afternoon;museum;jewelry;silver;traditional;Bijoux berbères exceptionnels; Atelier de joaillerie visible; Répliques en vente;
RAB099;Oued Akrach;Rabat;nature;Petit fleuve côtier avec promenade aménagée. Oiseaux migrateurs, végétation riveraine, calme.;free;1.5;morning;river;birds;walk;nature;Observation oiseaux excellente; Promenade plate accessible à tous; Peu connu des touristes;
RAB100;Galerie du Minaret;Rabat;culture;Galerie d'art dans ancien minaret restauré. Expositions sur la calligraphie arabe.;free;1;afternoon;gallery;calligraphy;arabic;minaret;Vue panoramique du minaret; Ateliers calligraphie weekends; Œuvres de calligraphes reconnus;
RAB101;Marché aux Tissus;Rabat;shopping;Marché spécialisé tissus et étoffes. Soieries, brocarts, laines, boutons et passementerie.;low;2;morning;fabric-market;textiles;silks;buttons;Grand choix de soieries marocaines; Vente au mètre; Tailleurs sur place pour conseils;
RAB102;Jardin Zen;Rabat;nature;Jardin d'inspiration japonaise. Pierres, sable ratissé, bambous, ambiance contemplative.;free;0.5;morning;garden;japanese;zen;contemplation;Respect du silence absolu; Méditation assise autorisée; Pas de photos avec flash;
RAB103;Cinémathèque de Rabat;Rabat;culture;Cinémathèque avec projections de films classiques marocains et internationaux. Archives filmiques.;low;2.5;evening;cinematheque;classic-films;archive;retro;Projections en version originale; Débats avec cinéastes; Archives historiques visibles;
RAB104;Mur d'Escalade;Rabat;sport;Mur d'escalade indoor. Voies tous niveaux, initiation, location matériel.;medium;2;afternoon;climbing-wall;indoor;beginners;rental;Matériel de location disponible; Moniteurs diplômés; Voies éclairées jusqu'à tard;
RAB105;Musée de la Poterie;Rabat;culture;Musée-atelier de poterie traditionnelle. Tour de potier, fours anciens, démonstrations.;low;1.5;afternoon;museum;pottery;workshop;demonstration;Atelier participatif possible; Pièces uniques en vente; Techniques ancestrales expliquées;
RAB106;Plage des Dunes;Rabat;nature;Plage avec dunes de sable mobiles. Paysage changeant, vent constant, ambiance sauvage.;free;2;afternoon;beach;dunes;windy;wild;Protection solaire essentielle; Attention au vent de sable; Superbe pour photos artistiques;
RAB107;Centre des Métiers d'Art;Rabat;shopping;Centre de formation et vente des métiers d'art. Ébénisterie, marqueterie, ferronnerie d'art.;medium;2;afternoon;craft-center;woodwork;metalwork;training;Ateliers de formation visibles; Pièces de maître en vente; Démonstrations en direct;
RAB108;Parc des Palmiers;Rabat;nature;Allée de palmiers majestueux (Washingtonia). Promenade ombragée, bancs, romantique.;free;1;evening;palm-trees;walk;romantic;shady;Éclairage nocturne doux; Romantique au coucher du soleil; Photos de mariage fréquentes;
RAB109;Théâtre en Plein Air;Rabat;culture;Théâtre d'été en plein air. Spectacles sous les étoiles, acoustique naturelle.;low;2.5;evening;theater;outdoor;summer;stars;Saison estivale seulement; Couverture recommandée le soir; Places assises sur gradins;
RAB110;Piste Cyclable Côtière;Rabat;sport;Piste cyclable de 15km le long de l'océan. Location vélos, parcours sécurisé, points de vue.;free;2;morning;bike-path;cycling;coastal;rental;Location vélos à plusieurs points; Parcours plat facile; Points d'eau et repos;
RAB111;Musée des Sciences;Rabat;culture;Musée interactif des sciences. Expériences pratiques, planétarium, expos temporaires.;medium;2.5;afternoon;science-museum;interactive;planetarium;experiments;Idéal pour enfants curieux; Planétarium plusieurs séances; Expositions tactiles;
