id;name;city;category;description;budget;duration_hours;best_time;tags;tips;
IFR011;Vallée de Tizguit;Ifrane;nature;Vallée pittoresque avec rivière et végétation luxuriante, idéale pour la randonnée et la photographie.;free;2.5;morning;ifrane,valley,hiking,river,scenic;Chemin parfois glissant, chaussures adaptées nécessaires. Eau potable à prévoir.;
IFR012;Cascade d'Ifrane;Ifrane;nature;Cascade saisonnelle particulièrement impressionnante après les pluies de printemps.;free;1;spring;ifrane,waterfall,spring,seasonal;Meilleure visite au printemps (mars-mai). Sentier glissant, prudence requise.;
IFR013;Marché d'Ifrane;Ifrane;shopping;Marché hebdomadaire coloré proposant produits locaux, artisanat et spécialités régionales.;low;2;morning;ifrane,market,local,food,crafts;Le mardi est le jour principal. Négociation courante pour l'artisanat.;
IFR014;Place Atlas;Ifrane;culture;Place centrale avec fontaine et architecture caractéristique, point de rendez-vous local.;free;0.5;evening;ifrane,plaza,fountain,meeting point;Ambiance animée en fin d'après-midi. Cafés avec terrasses agréables.;
IFR015;Jardin Public;Ifrane;nature;Jardin bien entretenu avec variété de plantes et fleurs, oasis de tranquillité en ville.;free;1;morning;ifrane,garden,flowers,peace;Idéal pour la lecture ou la méditation. Peu fréquenté en semaine.;
IFR016;Station de Ski d'Ifrane;Ifrane;sport;Petite station de ski familiale fonctionnelle en hiver, transformée en aire de loisirs l'été.;medium;2;winter;ifrane,skiing,snow,winter sports;Vérifiez l'enneigement avant de venir. Location d'équipement sur place.;
IFR017;Gorges de Tizguit;Ifrane;nature;Canyon impressionnant avec parois rocheuses, accessible par un sentier de randonnée.;free;3;morning;ifrane,canyon,hiking,geology;Sentier modérément difficile. Non recommandé aux jeunes enfants.;
IFR018;Lac Ifrah;Ifrane;nature;Lac de barrage aux eaux turquoise, populaire pour la pêche et les promenades en bateau.;free;1.5;afternoon;ifrane,lake,fishing,boating;Location de pédalos disponible. Pêche autorisée avec permis.;
IFR019;Plateau Michlifen;Ifrane;nature;Plateau d'altitude offrant des vues panoramiques à 360°, idéal pour le parapente.;free;1.5;sunset;ifrane,plateau,panorama,paragliding;Vent fréquent, prévoir une veste. Site de décollage pour parapentistes expérimentés.;
IFR020;Cèdre Gouraud;Ifrane;nature;Plus vieux cèdre de l'Atlas, arbre remarquable de plus de 800 ans et 40 mètres de hauteur.;free;0.75;morning;ifrane,ancient tree,cedar,monument;Arbre sacré pour les populations locales. Respectez ce monument vivant.;
IFR021;Village d'Azrou;Ifrane;culture;Ville voisine célèbre pour son artisanat du bois de cèdre et sa coopérative féminine.;low;2;afternoon;azrou,crafts,woodwork,cooperative;Visitez la coopérative des tisseuses. Négociation possible pour l'artisanat.;
IFR022;Souk Hebdomadaire d'Azrou;Ifrane;shopping;Grand marché traditionnel le mardi, l'un des plus animés de la région.;low;2;morning;azrou,market,tuesday,traditional;Arrivez tôt pour éviter la foule. Attention aux pickpockets.;
IFR023;Parc des Cèdres;Ifrane;nature;Section de la forêt aménagée pour les visiteurs, avec sentiers balisés et aire de pique-nique.;free;2;afternoon;ifrane,cedar,picnic,trails;Idéal pour les familles. Toilettes et tables disponibles.;
IFR024;Corniche d'Ifrane;Ifrane;nature;Route panoramique offrant des vues splendides sur la ville et les montagnes environnantes.;free;1;sunset;ifrane,corniche,scenic drive,views;Conduite prudente recommandée. Nombreux points d'arrêt pour les photos.;
IFR025;Quartier Al Atlas;Ifrane;architecture;Quartier résidentiel calme avec villas de style varié, reflet du passé international d'Ifrane.;free;1;afternoon;ifrane,residential,architecture,quiet;Promenade agréable mais respectez la vie privée des résidents.;
IFR026;Place des Lions;Ifrane;culture;Petite place ornée de plusieurs sculptures de lions, hommage au symbole de la ville.;free;0.5;morning;ifrane,lions,sculptures,small square;Belle lumière matinale pour la photographie. Peu fréquentée.;
IFR027;Maison de l'Artisan;Ifrane;culture;Centre d'exposition et de vente de l'artisanat local, soutenant les artisans de la région.;medium;1;afternoon;ifrane,crafts,exhibition,local;Prix fixes (pas de négociation). Qualité garantie.;
IFR028;Centre Artisanal d'Azrou;Ifrane;shopping;Grand centre regroupant des artisans spécialisés dans le bois de cèdre, le tissage et la poterie.;medium;1.5;morning;azrou,wood carving,textiles,pottery;Démonstrations gratuites souvent disponibles. Prix plus élevés mais qualité supérieure.;
IFR029;Marché Central d'Azrou;Ifrane;shopping;Marché couvert permanent proposant fruits, légumes, viande et produits du terroir.;low;1;morning;azrou,food market,fresh,local;Produits très frais le matin. Goûtez les pommes locales réputées.;
IFR030;Café Panoramique;Ifrane;culture;Café avec terrasse offrant une vue magnifique sur les montagnes et la forêt de cèdres.;low;1;sunset;ifrane,cafe,view,terrace;Meilleure place au coucher du soleil. Service parfois lent en haute saison.;
IFR031;Belvédère d'Ifrane;Ifrane;nature;Point de vue élevé accessible par une courte marche, panorama sur toute la ville.;free;0.75;evening;ifrane,viewpoint,panorama,city;Montée un peu raide. Vue spectaculaire au crépuscule.;
IFR032;Forêt d'Azrou;Ifrane;nature;Extension de la forêt de cèdres avec population importante de macaques de Barbarie.;free;2.5;morning;azrou,forest,monkeys,wildlife;Singes habitués aux humains mais restez à distance. Ne montrez pas de nourriture.;
IFR033;Parc Écologique;Ifrane;nature;Espace dédié à l'éducation environnementale avec sentiers pédagogiques sur la biodiversité locale.;free;1.5;afternoon;ifrane,ecology,education,trails;Idéal pour les enfants. Panneaux informatifs en français et arabe.;
IFR034;Point de vue La Prairie;Ifrane;nature;Petit promontoire offrant une belle perspective sur le parc La Prairie et les montagnes.;free;0.5;morning;ifrane,viewpoint,park,mountains;Accès facile depuis le parc. Peu connu donc peu fréquenté.;
IFR035;Snow Park Michlifen;Ifrane;sport;Parc de neige avec activités hivernales (luge, motoneige) ouvert en saison.;high;2;winter;ifrane,snow park, winter activities,family;Réservation recommandée le week-end. Équipement fourni.;
IFR036;Lac Dait Ifrah;Ifrane;nature;Lac naturel entouré de rochers, site prisé pour la méditation et la photographie.;free;1.5;sunset;ifrane,lake,rocks,meditation;Atmosphère paisible. Rochers glissants, prudence près de l'eau.;
IFR037;Lac Zerrouka;Ifrane;nature;Petit lac de montagne isolé, paradis pour les pêcheurs et amoureux de la nature.;free;2;morning;ifrane,lake,fishing,isolated;Accès par piste, véhicule haut nécessaire. Apportez tout ce dont vous avez besoin.;
IFR038;Plateau d'Ifrane;Ifrane;nature;Vaste plateau d'altitude utilisé pour le pâturage, avec vues sur le Moyen Atlas.;free;1.5;afternoon;ifrane,plateau,pasture,views;Rencontre possible avec des bergers et leurs troupeaux. Respectez leur travail.;
IFR039;Village de Timahdite;Ifrane;culture;Village berbère traditionnel connu pour son marché aux bestiaux et son mode de vie pastoral.;free;1.5;morning;timahdite,berber,livestock,traditional;Marché aux moutons le dimanche. Demandez la permission pour photographier les gens.;
IFR040;Village de Ben Smim;Ifrane;nature;Petit village au cœur d'une forêt de chênes, célèbre pour sa source d'eau minérale.;free;1;afternoon;ben smim,village,spring,oak forest;Dégustation d'eau minérale gratuite à la source. Route sinueuse pour y accéder.;
IFR041;Source Ben Smim;Ifrane;nature;Source d'eau minérale naturelle captée pour la commercialisation, entourée de verdure.;free;0.75;morning;ben smim,mineral water,spring,nature;Eau gazeuse naturelle. Apportez un verre pour goûter.;
IFR042;Station Thermale Ben Smim;Ifrane;wellness;Ancienne station thermale exploitant les vertus thérapeutiques des eaux minérales.;medium;2;afternoon;ben smim,spa,thermal,wellness;Ouverture saisonnière, vérifiez avant de venir. Réservation conseillée.;
IFR043;Cirque de Jaffar;Ifrane;nature;Formation géologique en amphithéâtre naturel, site impressionnant pour la randonnée.;free;3;morning;ifrane,cirque,geology,hiking;Randonnée difficile, pour bons marcheurs. Guide recommandé.;
IFR044;Parc Naturel du Moyen Atlas;Ifrane;nature;Vaste aire protégée englobant plusieurs écosystèmes montagnards uniques.;free;4;morning;ifrane,natural park,ecosystem,conservation;Permis nécessaire pour certaines zones. Renseignez-vous au siège du parc.;
IFR045;Maison du Cèdre;Ifrane;culture;Musée et centre d'interprétation dédié au cèdre de l'Atlas, son écologie et son importance.;low;1.5;afternoon;ifrane,cedar,museum,interpretation;Exposition interactive intéressante pour tous les âges. Film documentaire projeté.;
IFR046;Centre Culturel d'Ifrane;Ifrane;culture;Lieu d'expositions, conférences et événements culturels tout au long de l'année.;free;1;afternoon;ifrane,cultural center,exhibitions,events;Programmation variable, vérifiez à l'avance. Entrée souvent gratuite.;
IFR047;Ancienne Médina d'Azrou;Ifrane;history;Vieille ville traditionnelle avec ruelles étroites et maisons en pisé, peu visitée.;free;1.5;morning;azrou,old town,traditional,history;Atmosphère authentique. Demandez poliment pour visiter une maison traditionnelle.;
IFR048;Rocher du Singe;Ifrane;nature;Formation rocheuse naturelle ressemblant à un singe, point de rassemblement des macaques.;free;1;afternoon;azrou,rock formation,monkeys,landmark;Les singes sont habitués aux visiteurs. Gardez vos affaires en sécurité.;
IFR049;Col du Zad;Ifrane;nature;Col de montagne à 2178m d'altitude, point de passage vers la région de Midelt.;free;1;afternoon;ifrane,mountain pass,altitude,views;Route parfois fermée en hiver. Vérifiez les conditions avant de partir.;
IFR050;Golf Royal d'Ifrane;Ifrane;sport;Parcours de golf 18 trous de classe internationale dans un cadre montagneux exceptionnel.;high;4;morning;ifrane,golf,premium,sport;Réservation obligatoire. Location d'équipement disponible. Code vestimentaire requis.;
IFR051;Ferme Piscicole;Ifrane;nature;Élevage de truites en eaux vives, avec possibilité de pêche et dégustation sur place.;medium;1.5;afternoon;ifrane,trout farm,fishing,aquaculture;Pêche à la truite possible (prix au kilo). Restaurant sur place réputé.;
IFR052;Coopérative des Femmes;Ifrane;shopping;Coopérative artisanale gérée par des femmes proposant tapis, tissages et conserves.;medium;1;morning;ifrane,women cooperative,handmade,empowerment;Achat éthique soutenant les femmes rurales. Démonstrations de tissage.;
IFR053;Sentier des Cèdres Millénaires;Ifrane;nature;Sentier de randonnée balisé passant par les plus vieux cèdres de la forêt.;free;2.5;morning;ifrane,hiking trail,ancient cedars,nature;Guide disponible à l'entrée du parc national. Sentier bien entretenu.;
IFR054;Jardin Exotique;Ifrane;nature;Collection privée de plantes et fleurs exotiques adaptées au climat montagnard.;low;1;afternoon;ifrane,exotic garden,plants,flowers;Visite sur rendez-vous seulement. Propriétaire passionné et accueillant.;
IFR055;Atelier de Poterie;Ifrane;culture;Atelier traditionnel où sont fabriqués les tajines et poteries typiques de la région.;low;1;morning;ifrane,pottery,workshop,traditional;Démonstrations gratuites. Pièces uniques en vente.;
IFR056;Musée de la Biodiversité;Ifrane;culture;Petit musée présentant la faune et la flore du Moyen Atlas avec dioramas et explications.;low;1;afternoon;ifrane,biodiversity museum,wildlife,flora;Idéal par mauvais temps. Éducatif pour les enfants.;
IFR057;Église Saint-Joseph;Ifrane;religion;Église catholique historique construite dans les années 1930, toujours en activité.;free;0.5;afternoon;ifrane,church,catholic,history;Visite possible en dehors des offices. Architecture simple mais élégante.;
IFR058;Mosquée Mohammed VI;Ifrane;religion;Mosquée moderne aux dimensions imposantes, mélangeant architecture traditionnelle et contemporaine.;free;0.5;morning;ifrane,mosque,modern,architecture;Visite extérieure seulement pour les non-musulmans. Minaret remarquable.;
IFR059;Piste de Luge d'Été;Ifrane;sport;Piste de luge sur rails ouverte en été, activité familiale populaire.;medium;1;afternoon;ifrane,summer toboggan,family,fun;Convient aux enfants dès 3 ans. Prix par descente ou forfait.;
IFR060;Refuge de Montagne;Ifrane;nature;Refuge pour randonneurs offrant hébergement sommaire et restauration locale.;low;2;evening;ifrane,mountain refuge,hiking,accommodation;Réservation recommandée en haute saison. Cuisine locale simple mais bonne.;
IFR061;Circuit VTT;Ifrane;sport;Parcours VTT balisé de différents niveaux de difficulté à travers forêts et collines.;free;3;morning;ifrane,mountain biking,trails,sport;Location de VTT disponible en ville. Carte des circuits à l'office de tourisme.;
IFR062;Marché aux Bestiaux;Ifrane;culture;Marché traditionnel où bergers et éleveurs viennent vendre et acheter des animaux.;free;1.5;morning;ifrane,livestock market,traditional,culture;Très animé le dimanche. Atmosphere authentique mais parfois intense.;
IFR063;Point de vue Tizguit;Ifrane;nature;Belvédère offrant une vue plongeante sur la vallée de Tizguit et ses cultures en terrasse.;free;0.5;sunset;ifrane,viewpoint,valley,terraces;Accès par un court sentier. Magnifique lumière en fin de journée.;
IFR064;Atelier de Menuiserie;Ifrane;culture;Atelier artisanal spécialisé dans le travail du bois de cèdre (meubles, sculptures).;free;1;morning;ifrane,woodworking,cedar,craft;Démonstrations impressionnantes. Commandes sur mesure possibles.;
IFR065;Circuit des Lacs;Ifrane;nature;Itinéraire de randonnée ou en voiture reliant plusieurs lacs de la région.;free;4;all day;ifrane,lakes circuit,scenic,road trip;Prévoyez la journée entière. Pique-nique possible au bord des lacs.;
IFR066;Jardin des Simples;Ifrane;nature;Jardin de plantes médicinales traditionnelles utilisées en pharmacopée locale.;free;1;morning;ifrane,medicinal plants,garden,healing;Étiquettes avec noms et usages. Guide parfois disponible pour expliquer.;
IFR067;Centre Équestre;Ifrane;sport;Centre proposant des balades à cheval ou à poney dans la forêt et les alpages.;medium;2;morning;ifrane,horse riding,forest,animals;Réservation nécessaire. Convient aux débutants comme aux confirmés.;
IFR068;Plateau des Lacs;Ifrane;nature;Région d'altitude comptant plusieurs lacs naturels, paradis pour les ornithologues.;free;3;morning;ifrane,lakes plateau,birdwatching,high altitude;Jumelles indispensables. Vent fréquent, veste chaude recommandée.;
IFR069;Ferme Apicole;Ifrane;nature;Exploitation apicole produisant du miel de montagne de grande qualité.;low;1;afternoon;ifrane,bee farm,honey,beekeeping;Dégustation gratuite. Vente directe de miel et produits dérivés.;
IFR070;Bibliothèque Municipale;Ifrane;culture;Bibliothèque moderne offrant collection en plusieurs langues et espace de lecture paisible.;free;1;afternoon;ifrane,library,books,quiet;WiFi gratuit. Espace enfants séparé. Calme et climatisé.;
IFR071;Parc Aventure;Ifrane;sport;Parcours acrobatique dans les arbres avec tyroliennes et ponts de singe.;medium;2.5;morning;ifrane,adventure park,zipline,trees;Équipement fourni. Réservation recommandée le week-end. Âge minimum: 6 ans.;
IFR072;Station Météorologique;Ifrane;culture;Ancienne station météo toujours en activité, avec exposition sur le climat local.;free;0.75;afternoon;ifrane,weather station,climate,history;Visite guidée sur demande. Données météorologiques historiques intéressantes.;
IFR073;Sculptures sur Bois;Ifrane;culture;Exposition en plein air de sculptures sur bois réalisées par des artistes locaux.;free;1;afternoon;ifrane,wood sculptures,art,outdoor;Œuvres renouvelées régulièrement. Parcours artistique libre.;
IFR074;Village de Sidi M'Guild;Ifrane;culture;Village berbère traditionnel connu pour son moussem annuel et son artisanat.;free;1.5;morning;sidi mguild,berber,festival,crafts;Moussem en juillet. Village authentique hors des sentiers battus.;
IFR075;Source Tigrigra;Ifrane;nature;Source d'eau fraîche au débit constant, lieu de pique-nique prisé des locaux.;free;1.5;afternoon;ifrane,spring,picnic,local;Eau potable (les locaux la boivent). Tables rustiques disponibles.;
IFR076;Atelier de Tissage;Ifrane;culture;Atelier où des artisanes tissent des tapis berbères selon des motifs traditionnels.;free;1;morning;ifrane,weaving,carpets,women;Démonstrations gratuites. Qualité variable selon le nombre de nœuds.;
IFR077;Observatoire Astronomique;Ifrane;culture;Petit observatoire public proposant des soirées d'observation des étoiles.;medium;2;evening;ifrane,astronomy,stars,observatory;Réservation obligatoire. Meilleure visibilité par nuit sans lune.;
IFR078;Circuit du Cèdre;Ifrane;nature;Route touristique circulaire passant par les principaux sites naturels de la région.;free;5;all day;ifrane,scenic drive,circuit,nature;Prévoyez toute la journée. Nombreux points d'arrêt photographiques.;
IFR079;Jardin des Oiseaux;Ifrane;nature;Parc ornithologique présentant les espèces aviaires du Moyen Atlas en semi-liberté.;low;1.5;morning;ifrane,birds,aviary,wildlife;Les oiseaux sont plus actifs le matin. Présentation des soigneurs à heures fixes.;
IFR080;Vallée des Oiseaux;Ifrane;nature;Vallée encaissée réputée pour sa diversité ornithologique, accessible par sentier.;free;2;morning;ifrane,bird valley,wildlife,hiking;Jumelles indispensables. Guide ornithologique recommandé.;
IFR081;Atelier de Ferronnerie;Ifrane;culture;Atelier artisanal produisant des objets en fer forgé pour la décoration et l'usage domestique.;free;1;afternoon;ifrane,ironwork,wrought iron,craft;Bruit intense mais travail impressionnant. Pièces solides et durables.;
IFR082;Point de vue sur Azrou;Ifrane;nature;Belvédère offrant une vue panoramique sur la ville d'Azrou et ses environs.;free;0.5;sunset;azrou,viewpoint,city,panorama;Accès facile en voiture. Idéal pour les photos au coucher du soleil.;
IFR083;Ancien Hôtel des Cèdres;Ifrane;architecture;Ancien palace des années 1930, exemple d'architecture coloniale de montagne.;free;0.5;afternoon;ifrane,historic hotel,colonial,architecture;Visite des parties communes possible. Photos d'époque exposées.;
IFR084;Lac Tamda;Ifrane;nature;Lac de barrage aux eaux émeraude, moins fréquenté que les autres lacs de la région.;free;1.5;afternoon;ifrane,lake,emerald,quiet;Accès un peu difficile. Eaux froides même en été.;
IFR085;Jardin des Rochers;Ifrane;nature;Jardin paysager intégrant des formations rocheuses naturelles dans sa conception.;free;1;afternoon;ifrane,rock garden,landscaping,nature;Étonnante harmonie entre rochers et végétation. Peu connu donc paisible.;
IFR086;Atelier de Cuir;Ifrane;culture;Atelier traditionnel de maroquinerie produisant sacs, ceintures et babouches.;low;1;morning;ifrane,leather,workshop,shoes;Cuir de qualité. Commandes sur mesure possibles avec délai.;
IFR087;Circuit Géologique;Ifrane;nature;Sentier pédagogique expliquant la formation géologique du Moyen Atlas.;free;2;morning;ifrane,geology,educational trail,rocks;Panneaux explicatifs en français. Intéressant pour comprendre le paysage.;
IFR088;Village de Tizguite;Ifrane;culture;Petit village berbère accroché à flanc de montagne, vue imprenable sur la vallée.;free;1;afternoon;tizguite,berber,village,mountain;Route d'accès étroite. Accueil réservé mais chaleureux si respectueux.;
IFR089;Arboretum;Ifrane;nature;Collection d'arbres et d'arbustes de la région, étiquetés pour identification.;free;1;morning;ifrane,arboretum,trees,botany;Idéal pour les amateurs de botanique. Calme et instructif.;
IFR090;Pont Naturel;Ifrane;nature;Formation rocheuse en arc créant un pont naturel au-dessus d'un ruisseau.;free;1;afternoon;ifrane,natural bridge,rock formation,geology;Accès par un court sentier. Site photogénique.;
IFR091;Source Aïn Leuh;Ifrane;nature;Source d'eau minérale au cœur d'une petite oasis de verdure.;free;0.75;morning;ain leuh,spring,oasis,green;Eau fraîche et pure. Cadre ombragé agréable en été.;
IFR092;Vallée des Pommiers;Ifrane;nature;Vallée cultivée où dominent les vergers de pommiers, magnifique au printemps.;free;1.5;spring;ifrane,apple valley,orchards,blossom;Floraison spectaculaire en avril. Route panoramique traversant les vergers.;
IFR093;Atelier de Vannerie;Ifrane;culture;Atelier où sont fabriqués paniers et objets en osier selon des techniques ancestrales.;free;1;morning;ifrane,basketry,willow,craft;Utilisation de matériaux locaux. Objets à la fois utilitaires et décoratifs.;
IFR094;Point de vue des Trois Lacs;Ifrane;nature;Belvédère d'où l'on peut apercevoir trois lacs en même temps par temps clair.;free;0.5;morning;ifrane,viewpoint,three lakes,panorama;Meilleure visibilité tôt le matin. Vue impressionnante.;
IFR095;Jardin des Sens;Ifrane;nature;Jardin conçu pour l'éveil sensoriel, avec plantes aromatiques et textures variées.;free;1;morning;ifrane,sensory garden,aromatic,texture;Expérience unique particulièrement adaptée aux malvoyants.;
IFR096;Village de Mischliffen;Ifrane;culture;Ancien village transformé en station de montagne, mélange de tradition et de modernité.;free;1;afternoon;mischliffen,village,ski resort,blend;Contraste intéressant entre architecture traditionnelle et complexes modernes.;
IFR097;Cascade Saisonnère;Ifrane;nature;Cascade qui ne coule qu'après de fortes pluies ou à la fonte des neiges.;free;1;spring;ifrane,seasonal waterfall,spring,snowmelt;Éphémère mais spectaculaire quand elle coule. Sentier boueux en période humide.;
IFR098;Route des Crêtes;Ifrane;nature;Route de montagne suivant la ligne de crête avec vues spectaculaires des deux côtés.;free;2;afternoon;ifrane,ridge road,panoramic,drive;Conduite prudente requise (virages serrés). Nombreux lay-bys pour s'arrêter.;
IFR099;Atelier de Céramique Berbère;Ifrane;culture;Atelier perpétuant les techniques de poterie berbère avec motifs géométriques traditionnels.;low;1.5;morning;ifrane,berber pottery,traditional,geometric;Style distinctif. Techniques ancestrales transmises de mère en fille.;
IFR100;Lac Sidi Ali;Ifrane;nature;Lac naturel d'altitude entouré de montagnes, site classé d'intérêt biologique.;free;2;morning;sidi ali,lake,high altitude,protected;Accès limité pour préserver l'écosystème. Randonnée modérée nécessaire.;
IFR101;Jardin Alpin;Ifrane;nature;Jardin spécialisé dans les plantes de montagne et d'altitude du Maroc et d'ailleurs.;free;1.5;summer;ifrane,alpine garden,mountain plants,summer;Floraison maximale en juillet-août. Plantes rares et adaptées au froid.;
IFR102;Forêt de Chênes Verts;Ifrane;nature;Forêt méditerranéenne de chênes verts, écosystème différent de la forêt de cèdres.;free;2;afternoon;ifrane,oak forest,mediterranean,ecosystem;Moins fréquentée que la forêt de cèdres. Sentiers ombragés agréables.;
IFR103;Coopérative Fromagère;Ifrane;shopping;Coopérative produisant fromages de chèvre et de brebis selon des méthodes traditionnelles.;low;1;morning;ifrane,cheese cooperative,dairy,local;Dégustation gratuite. Fromages frais et affinés disponibles.;
IFR104;Observatoire des Oiseaux;Ifrane;nature;Plateforme d'observation permanente équipée pour l'ornithologie.;free;1.5;morning;ifrane,bird observatory,watching,platform;Équipement d'observation parfois disponible. Carnet d'observations à consulter.;
IFR105;Vallée des Cerisiers;Ifrane;nature;Vallée célèbre pour ses cerisiers en fleurs au printemps et ses fruits en été.;free;1.5;spring;ifrane,cherry valley,blossom,fruit;Floraison magnifique en avril. Cueillette possible en juin-juillet (avec autorisation).;
IFR106;Atelier de Broderie;Ifrane;culture;Atelier où des artisanes réalisent des broderies traditionnelles sur tissu.;low;1;afternoon;ifrane,embroidery,needlework,women;Motifs symboliques chargés de sens. Qualité exceptionnelle du travail manuel.;
IFR107;Parc des Sculptures;Ifrane;culture;Parc exposant des sculptures contemporaines d'artistes marocains en plein air.;free;1;afternoon;ifrane,sculpture park,contemporary art,outdoor;Dialogue intéressant entre art et nature. Œuvres renouvelées régulièrement.;
IFR108;Source d'Aït Oufella;Ifrane;nature;Source sacrée pour les populations locales, lieu de pèlerinage discret.;free;1;morning;ait oufella,sacred spring,pilgrimage;Respect absolu du site sacré. Ne pas jeter de pièces dans l'eau.;
IFR109;Circuit des Fermes;Ifrane;culture;Visite de fermes traditionnelles avec démonstrations de pratiques agricoles locales.;low;2.5;morning;ifrane,farms,agriculture,traditional;Rencontre authentique avec les agriculteurs. Produits fermiers en vente.;
IFR110;Jardin des Cactus;Ifrane;nature;Collection de cactus et plantes succulentes adaptées au climat montagnard sec.;free;1;afternoon;ifrane,cactus,succulents,drought tolerant;Étonnante diversité de formes. Soins minimaux nécessaires.;
IFR111;Atelier de Marionnettes;Ifrane;culture;Atelier créant des marionnettes traditionnelles pour le théâtre populaire.;low;1;morning;ifrane,puppets,theatre,craft;Petites marionnettes articulées. Spectacles occasionnels pour enfants.;
IFR112;Point de vue du Lion;Ifrane;nature;Vue panoramique sur la sculpture du lion et la ville en contrebas.;free;0.5;evening;ifrane,lion viewpoint,city,perspective;Accès par un escalier. Meilleure vue lorsque la ville s'illumine.;
IFR113;Village d'Imouzzer;Ifrane;culture;Village historique connu pour son architecture en terre et ses traditions préservées.;free;1.5;morning;imouzzer,adobe,history,preserved;Patrimoine architectural remarquable. Accueil respectueux des visiteurs discrets.;
IFR114;Grotte de Taffert;Ifrane;nature;Petite grotte accessible, site archéologique mineur avec traces d'occupation ancienne.;free;1;afternoon;taffert,cave,archaeology,history;Éclairage faible, lampe de poche nécessaire. Ne rien prélever.;
IFR115;Jardin des Papillons;Ifrane;nature;Jardin planté spécifiquement pour attirer les papillons locaux.;free;1;morning;ifrane,butterflies,garden,insects;Meilleure visite par temps ensoleillé et calme. Grande variété d'espèces.;
IFR116;Atelier de Musique;Ifrane;culture;Atelier de fabrication d'instruments de musique traditionnels berbères.;medium;1.5;afternoon;ifrane,music instruments,berber,craft;Instruments fonctionnels et décoratifs. Démonstrations musicales parfois.;
IFR117;Circuit des Sources;Ifrane;nature;Randonnée reliant plusieurs sources naturelles aux propriétés différentes.;free;3;morning;ifrane,springs circuit,hiking,water;Eau potable à toutes les sources. Sentier bien balisé mais parfois raide.;
IFR118;Jardin des Herbes Aromatiques;Ifrane;nature;Jardin dédié aux herbes culinaires et médicinales de la région.;free;1;morning;ifrane,herb garden,culinary,medicinal;Cueillette autorisée en petites quantités. Étiquettes avec utilisations.;
IFR119;Village de Tizi n'Isly;Ifrane;culture;Village de montagne offrant un panorama exceptionnel sur toute la région.;free;1;afternoon;tizi n'isly,mountain village,panorama;Route d'accès impressionnante. Vue à 360° depuis le village.;
IFR120;Atelier de Teinture Naturelle;Ifrane;culture;Atelier utilisant des plantes locales pour teindre la laine de manière traditionnelle.;low;1;morning;ifrane,dyeing,natural,wool;Couleurs obtenues à partir de noix, henné, safran, etc. Processus écologique.;
